t,theta,theta_dot,torque,reward
0,-1.1858649253845215,0.22289696335792542,0.30963319540023804,-1.4360418936315607
1,-1.1725174188613892,0.2669498026371002,0.2936856746673584,-1.4113302697863306
2,-1.1570860147476196,0.30862829089164734,0.2778564393520355,-1.382000649546761
3,-1.139688491821289,0.3479517102241516,0.2621561288833618,-1.3484420156759926
4,-1.1204414367675781,0.3849402070045471,0.2465900182723999,-1.3110576633020823
5,-1.0994607210159302,0.41961416602134705,0.23115980625152588,-1.270260405112041
6,-1.076861023902893,0.451993852853775,0.21586453914642334,-1.2264681554993755
7,-1.0527560710906982,0.48209914565086365,0.20070186257362366,-1.1800998738586825
8,-1.0272586345672607,0.5099495053291321,0.1856691539287567,-1.1315718490629452
9,-1.0004804134368896,0.535564124584198,0.1707642376422882,-1.0812943043238556
10,-0.972532331943512,0.5589621067047119,0.1559862494468689,-1.0296683043474215
11,-0.943524181842804,0.5801624655723572,0.14133605360984802,-0.9770829486620086
12,-0.913564920425415,0.599185049533844,0.12681716680526733,-0.923912840084192
13,-0.8827624320983887,0.6160504221916199,0.11243558675050735,-0.8705158182825842
14,-0.8512234091758728,0.6307804584503174,0.09820044040679932,-0.8172309457984894
15,-0.8190534710884094,0.6433990597724915,0.08412396162748337,-0.7643767500062018
16,-0.7863568067550659,0.6539323329925537,0.07022161781787872,-0.7122497118768075
17,-0.7532364130020142,0.6624090671539307,0.05651191622018814,-0.6611230029101091
18,-0.7197933197021484,0.6688615679740906,0.043016381561756134,-0.6112454674632467
19,-0.6861270070075989,0.6733254194259644,0.029759185388684273,-0.562840853847434
20,-0.6523350477218628,0.6758404970169067,0.01676696166396141,-0.516107290023329
21,-0.6185124516487122,0.6764507293701172,0.004068270325660706,-0.47121700612421225
22,-0.5847522020339966,0.6752046942710876,-0.008306669071316719,-0.4283162970083615
23,-0.5511444211006165,0.6721557378768921,-0.02032669261097908,-0.3875257251175975
24,-0.517776370048523,0.6673617362976074,-0.03195999935269356,-0.348940550857209
25,-0.484732061624527,0.6608854532241821,-0.04317489266395569,-0.3126313880383216
26,-0.45209237933158875,0.6527944803237915,-0.053940124809741974,-0.27864506601150185
27,-0.41993430256843567,0.6431605815887451,-0.06422578543424606,-0.2470056901279864
28,-0.3883313536643982,0.6320600509643555,-0.07400345057249069,-0.21771587557172029
29,-0.35735267400741577,0.6195730566978455,-0.08324690163135529,-0.19075814553837453
30,-0.32706353068351746,0.6057831645011902,-0.09193260967731476,-0.16609646314749968
31,-0.29752469062805176,0.5907771587371826,-0.10003993660211563,-0.14367787669709986
32,-0.26879242062568665,0.5746443867683411,-0.10755173116922379,-0.12343425730208595
33,-0.2409186214208603,0.5574762225151062,-0.11445436626672745,-0.10528409557935184
34,-0.21395035088062286,0.5393655300140381,-0.12073800712823868,-0.08913434050705123
35,-0.18793004751205444,0.5204060077667236,-0.12639671564102173,-0.07488224881202135
36,-0.16289545595645905,0.5006917715072632,-0.13142842054367065,-0.06241722204416886
37,-0.13887964189052582,0.48031651973724365,-0.13583505153656006,-0.05162260828041498
38,-0.11591097712516785,0.45937320590019226,-0.13962197303771973,-0.04237744352416162
39,-0.09401330351829529,0.43795347213745117,-0.14279836416244507,-0.03455812134194728
40,-0.07320595532655716,0.41614699363708496,-0.14537650346755981,-0.02803995924460482
41,-0.053503893315792084,0.3940412104129791,-0.1473717987537384,-0.022698661728773446
42,-0.03491785377264023,0.3717208802700043,-0.14880231022834778,-0.018411656808759454
43,-0.017454473301768303,0.3492676019668579,-0.1496884822845459,-0.015059303350237844
44,-0.0011164897587150335,0.3267596662044525,-0.1500527560710907,-0.012525959680549254
45,0.01409709919244051,0.30427178740501404,-0.14991924166679382,-0.010700911191312352
46,0.028190838173031807,0.28187480568885803,-0.1493133306503296,-0.00947915516040942
47,0.04117261618375778,0.2596355676651001,-0.14826148748397827,-0.008762044882069185
48,0.053053464740514755,0.23761695623397827,-0.1467907726764679,-0.008457795010635108
49,0.06384734809398651,0.21587765216827393,-0.14492866396903992,-0.008481856320552079
50,0.07357095927000046,0.19447225332260132,-0.14270272850990295,-0.00875716424391763
51,0.08224352449178696,0.17345118522644043,-0.14014041423797607,-0.009214271120889898
52,0.08988656103610992,0.1528608649969101,-0.13726884126663208,-0.009791370707227248
53,0.09652374684810638,0.13274365663528442,-0.13411465287208557,-0.010434225189492472
54,0.10218064486980438,0.1131380945444107,-0.13070377707481384,-0.011096005001512033
55,0.10688459873199463,0.09407887607812881,-0.12706145644187927,-0.01173705286321492
56,0.11066444963216782,0.07559707760810852,-0.12321195751428604,-0.012324581246917335
57,0.11355046182870865,0.057720281183719635,-0.1191786602139473,-0.012832315641573748
58,0.11557409167289734,0.04047267884016037,-0.11498401314020157,-0.013240092030254471
