t,theta,theta_dot,torque,reward
55,-2.3584001064300537,-3.2804434299468994,1.5781818628311157,-5.670719182769943
56,-2.5388617515563965,-3.6092324256896973,1.2652465105056763,-6.639782776185323
57,-2.733229398727417,-3.88735294342041,0.9236452579498291,-7.749327744837208
58,-2.938020706176758,-4.095824718475342,0.556016206741333,-8.982003114877815
59,3.1342062950134277,-4.219168663024902,0.16833357512950897,-10.309571256309017
60,2.9217936992645264,-4.248250484466553,-0.23007163405418396,-11.603440413431247
61,2.7126786708831787,-4.182299613952637,-0.6286906003952026,-10.342037248649833
62,2.51121187210083,-4.029337406158447,-1.0180803537368774,-9.108825607913964
63,2.320984125137329,-3.8045530319213867,-1.3897544145584106,-7.9316726406408
64,2.1446313858032227,-3.527057647705078,-1.734678030014038,-6.83743940831018
65,1.9841420650482178,-3.2097859382629395,-2.0,-5.847457243774578
66,1.8423078060150146,-2.836686134338379,-2.0,-4.971092371200508
67,1.7208771705627441,-2.4286117553710938,-2.0,-4.202776728684491
68,1.6207834482192993,-2.0018739700317383,-2.0,-3.5552337112361956
69,1.5423939228057861,-1.5677919387817383,-2.0,-3.0316889551848574
70,1.4857394695281982,-1.13308846950531,-2.0,-2.6287760126287343
71,1.45070219039917,-0.7007455825805664,-2.0,-2.339810640319171
72,1.437150239944458,-0.27103951573371887,-2.0,-2.157641215503082
73,1.4450205564498901,0.15740624070167542,-2.0,-2.0767469187019088
74,1.4743504524230957,0.5866001844406128,-2.0,-2.0945619318491553
75,1.5252597332000732,1.0181844234466553,-2.0,-2.212119422612744
76,1.5978808403015137,1.4524224996566772,-2.0,-2.4340872247890903
77,1.6922385692596436,1.887152910232544,-2.0,-2.76817638112487
78,1.8080755472183228,2.316739559173584,-2.0,-3.2238058177566224
79,1.9446327686309814,2.7311458587646484,-2.0,-3.809865265374354
80,2.1010310649871826,3.127965211868286,-1.9161101579666138,-4.531183881207755
81,2.276648759841919,3.5123562812805176,-1.6645660400390625,-5.395518810346203
82,2.469864845275879,3.86431884765625,-1.3827707767486572,-6.418706656680336
83,2.6778736114501953,4.160176753997803,-1.0770777463912964,-7.594688160640769
84,2.8966684341430664,4.375897407531738,-0.753521740436554,-8.902281856215426
85,3.121262311935425,4.491874694824219,-0.41498368978500366,-10.305708220461895
86,-2.937042474746704,4.497611999511719,-0.0613633431494236,-11.759975263753562
87,-2.717320442199707,4.394442558288574,0.3075268566608429,-10.649164492395753
88,-2.5075604915618896,4.19519567489624,0.6888085007667542,-9.31541714063773
89,-2.3115124702453613,3.9209601879119873,1.0745136737823486,-8.048981288336673
90,-2.1316990852355957,3.5962696075439453,1.4515254497528076,-6.882590156875385
91,-1.9694732427597046,3.2445170879364014,1.804180383682251,-5.84071162882532
92,-1.8261152505874634,2.867159128189087,2.0,-4.935513862930551
93,-1.7033159732818604,2.4559857845306396,2.0,-4.160757120192546
94,-1.6019444465637207,2.0274300575256348,2.0,-3.508471957581245
95,-1.5223051309585571,1.5927866697311401,2.0,-2.981273433904873
96,-1.4643726348876953,1.1586506366729736,2.0,-2.5751099248095883
97,-1.427982211112976,0.727808952331543,2.0,-2.2826343239227627
98,-1.412967562675476,0.3002917170524597,2.0,-2.096103707562524
99,-1.4192461967468262,-0.12557287514209747,2.0,-2.009494946527927
100,-1.4468536376953125,-0.5521485209465027,2.0,-2.019836752554018
101,-1.4959291219711304,-0.9815102815628052,2.0,-2.127872331028315
102,-1.566651701927185,-1.4144513607025146,2.0,-2.3381403527101003
103,-1.6591240167617798,-1.8494449853897095,2.0,-2.6584649633814865
104,-1.7732030153274536,-2.2815797328948975,2.0,-3.098737144117705
105,-1.908281683921814,-2.70157527923584,2.0,-3.668809451940612
106,-2.063567638397217,-3.105717420578003,1.9293115139007568,-4.375112309273124
107,-2.238755464553833,-3.5037589073181152,1.6634124517440796,-5.225626225942687
108,-2.432551622390747,-3.875920534133911,1.3658515214920044,-6.241524717637942
109,-2.6424973011016846,-4.198915481567383,1.0371209383010864,-7.420658743963476
110,-2.8649396896362305,-4.448849678039551,0.67906653881073,-8.746342428744786
111,-3.0951921939849854,-4.605044841766357,0.29706910252571106,-10.187194633833357
112,2.955291509628296,-4.654032230377197,-0.09930127114057541,-11.700867827419653
113,2.7256572246551514,-4.592689037322998,-0.4986467957496643,-10.899998905743075
114,2.5041892528533936,-4.429360389709473,-0.890967845916748,-9.5392799267332
115,2.2950825691223145,-4.182131767272949,-1.267852544784546,-8.234494064163597
116,2.101350784301758,-3.8746368885040283,-1.6199990510940552,-7.019050990370499
117,1.9247946739196777,-3.5311195850372314,-1.9362653493881226,-5.920705016328965
118,1.7677100896835327,-3.1416938304901123,-2.0,-4.9557152958254385
119,1.6316651105880737,-2.720897674560547,-2.0,-4.115822812536987
120,1.5173022747039795,-2.2872588634490967,-2.0,-3.4066596053570635
121,1.424636721611023,-1.853310227394104,-2.0,-2.829361320288955
122,1.3533293008804321,-1.4261469841003418,-2.0,-2.3770656268743178
123,1.3029063940048218,-1.0084583759307861,-2.0,-2.038889878134512
124,1.2729226350784302,-0.5996747016906738,-2.0,-1.8032640122519865
125,1.2630705833435059,-0.19704210758209229,-2.0,-1.6602931705484496
126,1.2732421159744263,0.20343118906021118,-2.0,-1.603229881135966
127,1.303548812866211,0.6061326265335083,-2.0,-1.6292840017668553
128,1.354300856590271,1.0150412321090698,-2.0,-1.7399791130366598
129,1.4259450435638428,1.4328835010528564,-2.0,-1.9411616384271206
130,1.5189542770385742,1.8601861000061035,-2.0,-2.242634723450923
131,1.6336642503738403,2.294198751449585,-2.0,-2.657251505380487
132,1.7700515985488892,2.7277467250823975,-2.0,-3.199193684912044
133,1.9275153875350952,3.149275064468384,-1.9928600788116455,-3.88111433172462
134,2.106092929840088,3.5715508460998535,-1.7763621807098389,-4.710264276982469
135,2.3048534393310547,3.975210428237915,-1.523511528968811,-5.71354585705887
136,2.5216000080108643,4.334934234619141,-1.2399080991744995,-6.894116324409312
137,2.7527010440826416,4.6220173835754395,-0.9331545233726501,-8.2385034213944
138,2.9931702613830566,4.809383392333984,-0.6087934970855713,-9.714037893458478
139,-3.0461227893829346,4.877848148345947,-0.26817068457603455,-11.272156230019288
140,-2.8050613403320312,4.821226119995117,0.0896124318242073,-11.658212039180222
141,-2.57265567779541,4.6481170654296875,0.46399080753326416,-10.19300711906103
142,-2.3536744117736816,4.3796234130859375,0.8498534560203552,-8.779778082937959
143,-2.1514761447906494,4.043964385986328,1.2358165979385376,-7.459420579420125
144,-1.96796452999115,3.6702330112457275,1.6052992343902588,-6.266791573598914
145,-1.8037863969802856,3.2835638523101807,1.9407892227172852,-5.2237122859958305
146,-1.6603652238845825,2.8684232234954834,2.0,-4.335824441744213
147,-1.5385468006134033,2.4363696575164795,2.0,-3.583597851501808
148,-1.4384591579437256,2.001751661300659,2.0,-2.9647157469741203
149,-1.3598002195358276,1.5731784105300903,2.0,-2.473865750947312
150,-1.3020763397216797,1.154478669166565,2.0,-2.1005457202798135
151,-1.264783501625061,0.7458567023277283,2.0,-1.8326848022490727
152,-1.2475333213806152,0.3450030982494354,2.0,-1.6593074457829262
153,-1.2501296997070312,-0.05192678049206734,2.0,-1.5722420825623917
154,-1.2726026773452759,-0.449460506439209,2.0,-1.5670937868486983
155,-1.3152039051055908,-0.8520240187644958,2.0,-1.6437190525364953
156,-1.3783612251281738,-1.2631466388702393,2.0,-1.8063557446019955
157,-1.462590217590332,-1.684579610824585,2.0,-2.0634335608903704
158,-1.5683542490005493,-2.115280866622925,2.0,-2.4269508863292435
159,-1.6958681344985962,-2.550278663635254,2.0,-2.9111763017953085
160,-1.8448450565338135,-2.97953724861145,2.0,-3.530360953746829
161,-2.015153646469116,-3.40617299079895,1.8729095458984375,-4.29472527023323
162,-2.2065303325653076,-3.8275318145751953,1.6150888204574585,-5.223654319943838
163,-2.4175524711608887,-4.220445156097412,1.3232935667037964,-6.335526819311156
164,-2.6454343795776367,-4.5576372146606445,0.997896671295166,-7.626771814365975
165,-2.886002779006958,-4.811367034912109,0.6411145329475403,-9.07593955418308
166,-3.133915662765503,-4.958259105682373,0.25951847434043884,-10.64400429591419
167,2.9000566005706787,-4.984261512756348,-0.13573093712329865,-12.279879274003083
168,2.655641794204712,-4.888297080993652,-0.5322907567024231,-10.894897444816039
169,2.4214890003204346,-4.683054447174072,-0.9202587604522705,-9.442824536152362
170,2.2018866539001465,-4.392045021057129,-1.2913035154342651,-8.058376315536394
171,1.9996919631958008,-4.043895244598389,-1.6351878643035889,-6.779984967576108
172,1.8163743019104004,-3.666353702545166,-1.9392404556274414,-5.637837659177587
173,1.6537039279937744,-3.253406047821045,-2.0,-4.647430487487025
174,1.5126574039459229,-2.8209304809570312,-2.0,-3.797201882648868
175,1.393298864364624,-2.3871724605560303,-2.0,-3.087897496340916
176,1.2951128482818604,-1.9637203216552734,-2.0,-2.515140844164704
177,1.2172890901565552,-1.5564743280410767,-2.0,-2.066936932525389
178,1.1589429378509521,-1.1669236421585083,-2.0,-1.728053978313508
179,1.1192736625671387,-0.7933839559555054,-2.0,-1.4833197412147414
180,1.0976715087890625,-0.4320428669452667,-2.0,-1.3197194579464484
181,1.0937824249267578,-0.07778353244066238,-2.0,-1.2275489814264293
182,1.1075408458709717,0.2751683294773102,-2.0,-1.2009649527851862
183,1.1391758918762207,0.6327011585235596,-2.0,-1.2382184066219581
184,1.1891905069351196,1.0002936124801636,-2.0,-1.3417527295583014
185,1.2583117485046387,1.3824234008789062,-2.0,-1.5182328798876887
186,1.3474031686782837,1.7818293571472168,-2.0,-1.7784578327277853
187,1.4573314189910889,2.1985654830932617,-2.0,-2.1369869263279897
188,1.588773488998413,2.6288392543792725,-2.0,-2.611184063580258
189,1.7419594526290894,3.063720703125,-2.0,-3.219280664243143
190,1.9172782897949219,3.5063772201538086,-1.8773534297943115,-3.9765856217607185
191,2.114673614501953,3.9479079246520996,-1.6652703285217285,-4.908197472949498
192,2.3329074382781982,4.364675998687744,-1.4145196676254272,-6.032443638609348
193,2.569232940673828,4.7265095710754395,-1.1323384046554565,-7.348779402723258
194,2.819260597229004,5.000552177429199,-0.8269731998443604,-8.835631342689496
195,3.0771560668945312,5.157907485961914,-0.5031831860542297,-10.449035752859967
196,-2.9469776153564453,5.181033611297607,-0.16134662926197052,-12.129315950473792
197,-2.693538188934326,5.068790912628174,0.19931893050670624,-11.369027909995816
198,-2.4516921043395996,4.836918830871582,0.5769304037094116,-9.824744285078895
199,-2.2260067462921143,4.513708591461182,0.9639221429824829,-8.351301925025822
200,-0.2128448784351349,0.4778747856616974,1.1205805540084839,-0.08054964898036814
201,-0.18890532851219177,0.478791207075119,1.041192650794983,-0.06922345792612807
202,-0.16466020047664642,0.4849025309085846,0.960882842540741,-0.05953262117232516
203,-0.13984732329845428,0.49625757336616516,0.8788940906524658,-0.05139848355592194
204,-0.11419884115457535,0.512969434261322,0.7944328784942627,-0.04481555354195678
205,-0.08743800967931747,0.535216748714447,0.7066744565963745,-0.03985452933961335
206,-0.05927565321326256,0.5632472038269043,0.6147703528404236,-0.0366690462191786
207,-0.029406441375613213,0.5973841547966003,0.5178601741790771,-0.035506525977223605
208,0.0024954003747552633,0.638036847114563,0.4150886535644531,-0.03672382109111463
209,0.036781180649995804,0.6857156157493591,0.30563122034072876,-0.040808738397027845
210,0.07383384555578232,0.7410532832145691,0.18873058259487152,-0.048409068564563444
211,0.11407554894685745,0.8048339486122131,0.06374722719192505,-0.060371500215333
212,0.1579771488904953,0.8780319094657898,-0.06977255642414093,-0.07779387030285578
213,0.206070214509964,0.9618614315986633,-0.21200841665267944,-0.10209572268697892
214,0.2589622437953949,1.05784010887146,-0.36275479197502136,-0.13511426839172924
215,0.3173554241657257,1.167864203453064,-0.5212857723236084,-0.17923574725021
216,0.3820701837539673,1.294295072555542,-0.6861979365348816,-0.23757602885211365
217,0.45407262444496155,1.4400484561920166,-0.8552376627922058,-0.3142290388693977
218,0.5345062017440796,1.6086719036102295,-1.0251258611679077,-0.4146067728895865
219,0.624725341796875,1.804382562637329,-1.1914023160934448,-0.5458988726466304
220,0.7263261675834656,2.0320165157318115,-1.3483248949050903,-0.7176793471607054
221,0.841167151927948,2.2968204021453857,-1.4888650178909302,-0.9426755295043302
222,0.9713660478591919,2.603977918624878,-1.6048498153686523,-1.2376762062004074
223,1.119253158569336,2.9577414989471436,-1.6872960329055786,-1.6244691371717974
224,1.2872545719146729,3.360028028488159,-1.7269861698150635,-2.1305336233295886
225,1.4776734113693237,3.8083760738372803,-1.7153602838516235,-2.788945653323817
226,1.6923390626907349,4.293313503265381,-1.6458534002304077,-3.6366001409136084
227,1.9321153163909912,4.795524597167969,-1.515775442123413,-4.709562904680197
228,2.196305990219116,5.283813953399658,-1.3283532857894897,-6.034539713053279
229,2.482090473175049,5.715689182281494,-1.0930876731872559,-7.616823591340932
230,2.784229040145874,6.042771339416504,-0.8217995166778564,-9.428358718627303
231,3.095303535461426,6.221492290496826,-0.5225743055343628,-11.403712550905894
232,-2.8765957355499268,6.225719451904297,-0.19855517148971558,-13.451640386972809
233,-2.573821783065796,6.05548095703125,0.14841824769973755,-12.15078314810946
234,-2.286954402923584,5.737343788146973,0.5140823125839233,-10.291707299640976
235,-2.0211524963378906,5.316042423248291,0.8875576257705688,-8.522660247680532
236,-1.7790690660476685,4.841666221618652,1.2489219903945923,-6.912647579409943
237,-1.5611432790756226,4.358514785766602,1.5730987787246704,-5.511734464658519
238,-1.3661836385726929,3.8991947174072266,1.8376394510269165,-4.340210417210479
239,-1.1922072172164917,3.479527235031128,2.0,-3.390829625527752
240,-1.0373785495758057,3.096574544906616,2.0,-2.636068978227634
241,-0.8991942405700684,2.7636849880218506,2.0,-2.039031600659442
242,-0.7747788429260254,2.4883081912994385,2.0,-1.576345820464856
243,-0.6610721945762634,2.2741329669952393,2.0,-1.2234499873733897
244,-0.5551609992980957,2.1182239055633545,1.9690272808074951,-0.9580615841969056
245,-0.4551399052143097,2.0004215240478516,1.7973434925079346,-0.7601214085130412
246,-0.35931599140167236,1.916478157043457,1.594359040260315,-0.6098629489748569
247,-0.26617035269737244,1.862912893295288,1.365904688835144,-0.4982625580261487
248,-0.17431452870368958,1.8371167182922363,1.1169145107269287,-0.419138607554908
249,-0.08244399726390839,1.8374106884002686,0.8517819046974182,-0.3686108657259695
250,0.010710635222494602,1.8630926609039307,0.5747313499450684,-0.3447351238134896
251,0.10643503814935684,1.9144879579544067,0.2901545763015747,-0.34731033004598966
252,0.2060851752758026,1.993003010749817,0.002885478548705578,-0.3778548567566878
253,0.31114351749420166,2.1011667251586914,-0.28159239888191223,-0.43975647566675213
254,0.42327526211738586,2.2426347732543945,-0.5570020079612732,-0.5386107256667938
255,0.5443806052207947,2.4221062660217285,-0.8161926865577698,-0.682769230512216
256,0.6766347289085388,2.645083427429199,-1.0511397123336792,-0.8841150407503053
257,0.822502851486206,2.9173619747161865,-1.253055453300476,-1.1590513133929978
258,0.9847082495689392,3.2441086769104004,-1.4126580953598022,-1.5296066314797396
259,1.1661256551742554,3.6283483505249023,-1.5206458568572998,-2.02438695536178
260,1.3695614337921143,4.068715572357178,-1.5684555768966675,-2.6788003783166987
261,1.5973846912384033,4.556464672088623,-1.54945969581604,-3.533544169425549
262,1.8509889841079712,5.072086334228516,-1.4607906341552734,-4.629908940503666
263,2.1301183700561523,5.582586288452148,-1.3055778741836548,-6.000470947287757
264,2.4321937561035156,6.041508674621582,-1.0938323736190796,-7.655127584217981
265,2.751915693283081,6.394439220428467,-0.8388780951499939,-9.566252719028437
266,3.0814671516418457,6.5910258293151855,-0.5508813858032227,-11.662229290412366
267,-2.8717217445373535,6.599931240081787,-0.23506928980350494,-13.839656851697445
268,-2.5507359504699707,6.419713020324707,0.10491852462291718,-12.602705861696037
269,-2.246746301651001,6.079796314239502,0.46354591846466064,-10.627740656093875
270,-1.9652109146118164,5.6307053565979,0.8286131024360657,-8.744947675719345
271,-1.7087669372558594,5.128880500793457,1.178285837173462,-7.033926734676652
272,-1.4775828123092651,4.623682498931885,1.4854507446289062,-5.552632340563445
273,-1.2700438499450684,4.1507792472839355,1.7260407209396362,-4.32407419285053
274,-1.083469033241272,3.7314975261688232,1.8848450183868408,-3.339460989870367
275,-0.9146921634674072,3.3755366802215576,1.9565062522888184,-2.5701402913741767
276,-0.7604599595069885,3.084643840789795,1.9433517456054688,-1.9798630719916384
277,-0.6176645159721375,2.8559086322784424,1.85244619846344,-1.5332336773080035
278,-0.48345300555229187,2.684230327606201,1.6932283639907837,-1.1999978585429192
279,-0.35525357723236084,2.56398868560791,1.4761016368865967,-0.9564148875492314
280,-0.2307479977607727,2.4901113510131836,1.2118415832519531,-0.7850774484698683
281,-0.10781098157167435,2.458740472793579,0.9115195274353027,-0.6741409138801132
282,0.015571298077702522,2.4676456451416016,0.5866184234619141,-0.6165077864862603
283,0.14139395952224731,2.516453266143799,0.24908874928951263,-0.609231969154765
284,0.27172979712486267,2.6067168712615967,-0.08876748383045197,-0.6532538576223428
285,0.40882015228271484,2.741806983947754,-0.4145505130290985,-0.7535061923759918
286,0.5551493167877197,2.9265830516815186,-0.7160415649414062,-0.9193971329326617
287,0.7134875655174255,3.1667652130126953,-0.9814287424087524,-1.1656427458644048
288,0.8868815302848816,3.4678797721862793,-1.1994950771331787,-1.5133435079877406
289,1.0785616636276245,3.833601951599121,-1.3598673343658447,-1.9910271966506468
290,1.2917276620864868,4.263320446014404,-1.4534776210784912,-2.6350583121569704
291,1.5291709899902344,4.748865604400635,-1.4734632968902588,-3.488321623449134
292,1.7927064895629883,5.2707109451293945,-1.4167853593826294,-4.595543517881169
293,2.082442283630371,5.794717311859131,-1.2864729166030884,-5.993491196269179
294,2.3960256576538086,6.27166748046875,-1.0928367376327515,-7.69563510036208
295,2.728163003921509,6.642745018005371,-0.8502525687217712,-9.67504330683726
296,3.0707859992980957,6.852458953857422,-0.5704934000968933,-11.855804702050921
297,-2.8691303730010986,6.86538028717041,-0.26052185893058777,-14.125413403298207
298,-2.5351924896240234,6.678758144378662,0.07446309924125671,-12.945259092473798
299,-2.2189903259277344,6.324043273925781,0.42780742049217224,-10.88796516205354
300,-1.9261881113052368,5.856043338775635,0.7861599922180176,-8.92388833258183
301,-1.659393548965454,5.335892200469971,1.126127004623413,-7.140793194814906
302,-1.4185614585876465,4.8166399002075195,1.4190996885299683,-5.602775378746831
303,-1.2017549276351929,4.336130619049072,1.6399331092834473,-4.335008296877511
304,-1.0059291124343872,3.9165172576904297,1.7726784944534302,-3.3275602613511204
305,-0.8275585174560547,3.5674121379852295,1.8114655017852783,-2.549085552879639
306,-0.6630582213401794,3.2900054454803467,1.7583999633789062,-1.9605880596390126
307,-0.5090221166610718,3.0807228088378906,1.6208795309066772,-1.5246870027330615
308,-0.36232298612594604,2.9339818954467773,1.4096136093139648,-1.2101757819962582
309,-0.22011798620224,2.844099998474121,1.137579083442688,-0.9933970774475152
310,-0.07979007065296173,2.806558132171631,0.819610595703125,-0.8580142065764393
311,0.06114956736564636,2.8187930583953857,0.47212135791778564,-0.7942662736973863
312,0.2051793336868286,2.8805954456329346,0.11257015913724899,-0.7983113112860387
313,0.35488614439964294,2.994136333465576,-0.24140043556690216,-0.8719398226147259
314,0.5130662322044373,3.1636006832122803,-0.5729069709777832,-1.022757592215571
315,0.6827859878540039,3.3943960666656494,-0.8665341138839722,-1.2648247063406837
316,0.867378294467926,3.6918463706970215,-1.1086868047714233,-1.6196183043663974
317,1.0703394412994385,4.0592241287231445,-1.2877305746078491,-2.116976268538657
318,1.2950870990753174,4.49495267868042,-1.3942227363586426,-2.7953004518797226
319,1.544534683227539,4.988949775695801,-1.4216245412826538,-3.6997317132757783
320,1.8204604387283325,5.51851749420166,-1.3678598403930664,-4.876420325133653
321,2.122715473175049,6.045101165771484,-1.2375205755233765,-6.361011361417175
322,2.4484446048736572,6.514582633972168,-1.0425680875778198,-8.161332885972172
323,2.7916698455810547,6.864503860473633,-0.7981051206588745,-10.2394973732999
324,-3.1395602226257324,7.03910493850708,-0.5158366560935974,-12.505828524292596
325,-2.789203643798828,7.007129192352295,-0.20321308076381683,-14.811779354793398
326,-2.4505298137664795,6.773476600646973,0.13350559771060944,-12.68966111988185
327,-2.13163423538208,6.377910614013672,0.4859423339366913,-10.593331165746092
328,-1.8375768661499023,5.881148815155029,0.8376211524009705,-8.612341159480927
329,-1.5702530145645142,5.346477508544922,1.162185788154602,-6.836830684588679
330,-1.3289527893066406,4.826004505157471,1.4301797151565552,-5.326222219581082
331,-1.1112006902694702,4.355040550231934,1.6176396608352661,-4.097764358761995
332,-0.9135558009147644,3.952899217605591,1.7105934619903564,-3.1343310366240376
333,-0.73221755027771,3.626765012741089,1.7050098180770874,-2.4000323575817997
334,-0.5634132027626038,3.3760859966278076,1.6045562028884888,-1.8540595358692116
335,-0.403598815202713,3.1962883472442627,1.4183169603347778,-1.459241699613633
336,-0.24952204525470734,3.0815351009368896,1.1593571901321411,-1.185862040939921
337,-0.09819016605615616,3.0266377925872803,0.844028651714325,-1.0125594474953858
338,0.05322481691837311,3.028299570083618,0.49143752455711365,-0.9259364553160087
339,0.20751367509365082,3.0857770442962646,0.12250497192144394,-0.9199077175875271
340,0.36756283044815063,3.2009830474853516,-0.2414947897195816,-0.9953222680473158
341,0.5364639163017273,3.3780224323272705,-0.5805145502090454,-1.1600687235737288
342,0.7175714373588562,3.622150421142578,-0.8768690824508667,-1.4296659966727692
343,0.9144763946533203,3.938098430633545,-1.115709900856018,-1.8281510125924496
344,1.1308581829071045,4.327635765075684,-1.285075068473816,-2.388780313188746
345,1.3701704740524292,4.786244869232178,-1.3760180473327637,-3.1535768031711493
346,1.635120153427124,5.298995494842529,-1.3833792209625244,-4.170094776199583
347,1.9269373416900635,5.836343288421631,-1.3075484037399292,-5.483262989796952
348,2.244525194168091,6.351755142211914,-1.1564419269561768,-7.1207150477566445
349,2.583749294281006,6.784482479095459,-0.9445033073425293,-9.073264282215103
350,2.9372777938842773,7.070572376251221,-0.6865875720977783,-11.279151914136632
351,-2.987870216369629,7.160744667053223,-0.39304229617118835,-13.627055138128238
352,-2.6359946727752686,7.03751277923584,-0.07126984745264053,-14.055000128851882
353,-2.299881935119629,6.722254753112793,0.27149879932403564,-11.901199750251955
354,-1.9864996671676636,6.267642498016357,0.6235934495925903,-9.808715938151181
355,-1.6995137929916382,5.739719867706299,0.9631949663162231,-7.875442958508244
356,-1.4395180940628052,5.1999125480651855,1.2607510089874268,-6.18437468347804
357,-1.2047975063323975,4.694410800933838,1.4878239631652832,-4.7783352616925665
358,-0.9922110438346863,4.251729965209961,1.6242533922195435,-3.657924601566375
359,-0.7979398965835571,3.885423183441162,1.660415530204773,-2.7949607095338362
360,-0.6180090308189392,3.5986175537109375,1.5959663391113281,-2.1489065450039786
361,-0.448589563369751,3.3883888721466064,1.4376026391983032,-1.6790066428044574
362,-0.2861281633377075,3.2492282390594482,1.1973686218261719,-1.3507842420075686
363,-0.12735086679458618,3.1755459308624268,0.8917599320411682,-1.1384130282121452
364,0.03081699088215828,3.1633567810058594,0.5410732626914978,-1.024920227426202
365,0.19137927889823914,3.2112457752227783,0.16827915608882904,-1.0016606891790831
366,0.35741060972213745,3.320626735687256,-0.20283709466457367,-1.0678770444862693
367,0.5321754813194275,3.49529767036438,-0.5497912168502808,-1.2307008404855002
368,0.719190239906311,3.740295886993408,-0.8529832363128662,-1.5056488655323226
369,0.922192394733429,4.060041904449463,-1.0963613986968994,-1.917417983785187
370,1.1449759006500244,4.455669403076172,-1.267430305480957,-2.5004390905306373
371,1.3910480737686157,4.921445846557617,-1.3572548627853394,-3.298110651284783
372,1.6630696058273315,5.440429210662842,-1.3611643314361572,-4.358930324835324
